pos_x,pos_y,pos_z,swing,arm,boom,bucket,trackRight,trackLeft
5.5057,-0.2393,0.0000,0.8707,50.0126,35.0000,0.0000,0.0000,0.0000
5.5057,-0.2393,0.0000,1.0705,50.0130,35.0000,0.0000,0.0000,0.0000
5.5057,-0.2393,0.0000,1.2704,50.0134,35.0000,0.0000,0.0000,0.0000
5.5057,-0.2393,0.0000,1.4705,50.0137,35.0000,0.0000,0.0000,0.0000
5.5057,-0.2392,0.0000,1.6705,50.0141,35.0000,0.0000,0.0000,0.0000
5.5058,-0.2392,0.0000,1.8704,50.0145,35.0000,0.0000,0.0000,0.0000
5.5058,-0.2361,0.0000,2.0704,50.0122,35.0332,0.0000,0.0000,0.0000
5.5058,-0.2327,0.0000,2.2704,50.0098,35.0688,0.0000,0.0000,0.0000
5.5058,-0.2290,0.0000,2.4704,50.0072,35.1070,0.0000,0.0000,0.0000
5.5059,-0.2254,0.0000,2.6703,50.0047,35.1451,0.0000,0.0000,0.0000
5.5059,-0.2217,0.0000,2.8703,50.0022,35.1832,0.0000,0.0000,0.0000
5.5059,-0.2181,0.0000,3.0703,49.9998,35.2213,0.0000,0.0000,0.0000
5.5059,-0.2142,0.0000,3.2702,49.9972,35.2619,0.0000,0.0000,0.0000
5.5060,-0.2103,0.0000,3.4702,49.9947,35.3025,0.0000,0.0000,0.0000
5.5060,-0.2065,0.0000,3.6702,49.9923,35.3430,0.0000,0.0000,0.0000
5.5060,-0.2026,0.0000,3.8702,49.9899,35.3836,0.0000,0.0000,0.0000
5.5060,-0.1985,0.0000,4.0703,49.9874,35.4266,0.0000,0.0000,0.0000
5.5060,-0.1943,0.0000,4.2703,49.9849,35.4697,0.0000,0.0000,0.0000
5.5061,-0.1902,0.0000,4.4702,49.9826,35.5127,0.0000,0.0000,0.0000
5.5061,-0.1861,0.0000,4.6702,49.9802,35.5557,0.0000,0.0000,0.0000
5.5061,-0.1820,0.0000,4.8702,49.9780,35.5987,0.0000,0.0000,0.0000
5.5061,-0.1779,0.0000,5.0702,49.9758,35.6417,0.0000,0.0000,0.0000
5.5062,-0.1738,0.0000,5.2702,49.9737,35.6847,0.0000,0.0000,0.0000
5.5062,-0.1697,0.0000,5.4702,49.9716,35.7277,0.0000,0.0000,0.0000
5.5062,-0.1655,0.0000,5.6702,49.9696,35.7707,0.0000,0.0000,0.0000
5.5062,-0.1614,0.0000,5.8702,49.9677,35.8137,0.0000,0.0000,0.0000
5.5063,-0.1573,0.0000,6.0702,49.9658,35.8566,0.0000,0.0000,0.0000
5.5063,-0.1532,0.0000,6.2702,49.9640,35.8996,0.0000,0.0000,0.0000
5.5063,-0.1491,0.0000,6.4701,49.9622,35.9426,0.0000,0.0000,0.0000
5.5063,-0.1450,0.0000,6.6701,49.9605,35.9856,0.0000,0.0000,0.0000
5.5064,-0.1409,0.0000,6.8701,49.9589,36.0285,0.0000,0.0000,0.0000
5.5064,-0.1367,0.0000,7.0701,49.9573,36.0715,0.0000,0.0000,0.0000
5.5064,-0.1326,0.0000,7.2701,49.9558,36.1145,0.0000,0.0000,0.0000
5.5064,-0.1285,0.0000,7.4701,49.9544,36.1574,0.0000,0.0000,0.0000
5.5065,-0.1244,0.0000,7.6701,49.9530,36.2004,0.0000,0.0000,0.0000
5.5065,-0.1203,0.0000,7.8701,49.9516,36.2433,0.0000,0.0000,0.0000
5.5065,-0.1162,0.0000,8.0701,49.9504,36.2862,0.0000,0.0000,0.0000
5.5065,-0.1120,0.0000,8.2701,49.9492,36.3292,0.0000,0.0000,0.0000
5.5066,-0.1079,0.0000,8.4700,49.9480,36.3721,0.0000,0.0000,0.0000
5.5066,-0.1038,0.0000,8.6700,49.9469,36.4150,0.0000,0.0000,0.0000
5.5066,-0.0997,0.0000,8.8700,49.9459,36.4579,0.0000,0.0000,0.0000
5.5066,-0.0956,0.0000,9.0700,49.9449,36.5008,0.0000,0.0000,0.0000
5.5067,-0.0915,0.0000,9.2700,49.9440,36.5437,0.0000,0.0000,0.0000
5.5067,-0.0874,0.0000,9.4700,49.9432,36.5867,0.0000,0.0000,0.0000
5.5067,-0.0832,0.0000,9.6700,49.9424,36.6295,0.0000,0.0000,0.0000
5.5067,-0.0791,0.0000,9.8700,49.9417,36.6724,0.0000,0.0000,0.0000
5.5068,-0.0750,0.0000,10.0700,49.9410,36.7153,0.0000,0.0000,0.0000
5.5068,-0.0709,0.0000,10.2700,49.9404,36.7581,0.0000,0.0000,0.0000
5.5068,-0.0668,0.0000,10.4700,49.9399,36.8010,0.0000,0.0000,0.0000
5.5068,-0.0627,0.0000,10.6700,49.9394,36.8439,0.0000,0.0000,0.0000
5.5069,-0.0585,0.0000,10.8700,49.9390,36.8867,0.0000,0.0000,0.0000
5.5069,-0.0544,0.0000,11.0700,49.9387,36.9296,0.0000,0.0000,0.0000
5.5069,-0.0503,0.0000,11.2700,49.9384,36.9724,0.0000,0.0000,0.0000
5.5069,-0.0462,0.0000,11.4700,49.9381,37.0153,0.0000,0.0000,0.0000
5.5070,-0.0421,0.0000,11.6700,49.9379,37.0581,0.0000,0.0000,0.0000
5.5070,-0.0380,0.0000,11.8700,49.9378,37.1009,0.0000,0.0000,0.0000
5.5070,-0.0339,0.0000,12.0700,49.9378,37.1438,0.0000,0.0000,0.0000
5.5070,-0.0297,0.0000,12.2700,49.9378,37.1866,0.0000,0.0000,0.0000
5.5071,-0.0256,0.0000,12.4700,49.9379,37.2294,0.0000,0.0000,0.0000
5.5071,-0.0215,0.0000,12.6700,49.9380,37.2722,0.0000,0.0000,0.0000
5.5071,-0.0174,0.0000,12.8700,49.9382,37.3150,0.0000,0.0000,0.0000
5.5071,-0.0133,0.0000,13.0699,49.9385,37.3578,0.0000,0.0000,0.0000
5.5072,-0.0092,0.0000,13.2699,49.9388,37.4006,0.0000,0.0000,0.0000
5.5072,-0.0050,0.0000,13.4699,49.9392,37.4434,0.0000,0.0000,0.0000
5.5072,-0.0009,0.0000,13.6699,49.9396,37.4861,0.0000,0.0000,0.0000
5.5072,0.0032,0.0000,13.8699,49.9401,37.5289,0.0000,0.0000,0.0000
5.5072,0.0073,0.0000,14.0700,49.9407,37.5716,0.0000,0.0000,0.0000
5.5073,0.0114,0.0000,14.2699,49.9413,37.6144,0.0000,0.0000,0.0000
5.5073,0.0155,0.0000,14.4699,49.9420,37.6571,0.0000,0.0000,0.0000
5.5073,0.0196,0.0000,14.6700,49.9427,37.6999,0.0000,0.0000,0.0000
5.5073,0.0238,0.0000,14.8699,49.9435,37.7426,0.0000,0.0000,0.0000
5.5074,0.0279,0.0000,15.0700,49.9444,37.7854,0.0000,0.0000,0.0000
5.5074,0.0320,0.0000,15.2700,49.9453,37.8281,0.0000,0.0000,0.0000
5.5074,0.0361,0.0000,15.4699,49.9463,37.8708,0.0000,0.0000,0.0000
5.5074,0.0402,0.0000,15.6699,49.9474,37.9135,0.0000,0.0000,0.0000
5.5075,0.0443,0.0000,15.8699,49.9485,37.9562,0.0000,0.0000,0.0000
5.5075,0.0485,0.0000,16.0699,49.9496,37.9989,0.0000,0.0000,0.0000
5.5075,0.0526,0.0000,16.2699,49.9509,38.0415,0.0000,0.0000,0.0000
5.5075,0.0567,0.0000,16.4699,49.9522,38.0842,0.0000,0.0000,0.0000
5.5076,0.0608,0.0000,16.6699,49.9535,38.1269,0.0000,0.0000,0.0000
5.5076,0.0649,0.0000,16.8699,49.9549,38.1695,0.0000,0.0000,0.0000
5.5076,0.0690,0.0000,17.0699,49.9564,38.2122,0.0000,0.0000,0.0000
5.5076,0.0731,0.0000,17.2699,49.9579,38.2548,0.0000,0.0000,0.0000
5.5077,0.0773,0.0000,17.4699,49.9595,38.2975,0.0000,0.0000,0.0000
5.5077,0.0814,0.0000,17.6699,49.9612,38.3401,0.0000,0.0000,0.0000
5.5077,0.0855,0.0000,17.8699,49.9629,38.3827,0.0000,0.0000,0.0000
5.5077,0.0896,0.0000,18.0699,49.9647,38.4253,0.0000,0.0000,0.0000
5.5078,0.0937,0.0000,18.2699,49.9666,38.4680,0.0000,0.0000,0.0000
5.5078,0.0978,0.0000,18.4699,49.9685,38.5105,0.0000,0.0000,0.0000
5.5078,0.1020,0.0000,18.6699,49.9705,38.5531,0.0000,0.0000,0.0000
5.5078,0.1061,0.0000,18.8699,49.9725,38.5957,0.0000,0.0000,0.0000
5.5079,0.1102,0.0000,19.0699,49.9746,38.6383,0.0000,0.0000,0.0000
5.5079,0.1143,0.0000,19.2699,49.9767,38.6809,0.0000,0.0000,0.0000
5.5079,0.1184,0.0000,19.4699,49.9789,38.7234,0.0000,0.0000,0.0000
5.5079,0.1225,0.0000,19.6699,49.9812,38.7660,0.0000,0.0000,0.0000
5.5079,0.1266,0.0000,19.8699,49.9835,38.8085,0.0000,0.0000,0.0000
5.5080,0.1308,0.0000,20.0699,49.9859,38.8511,0.0000,0.0000,0.0000
5.5080,0.1349,0.0000,20.2699,49.9884,38.8936,0.0000,0.0000,0.0000
5.5080,0.1390,0.0000,20.4699,49.9909,38.9361,0.0000,0.0000,0.0000
5.5080,0.1431,0.0000,20.6699,49.9935,38.9787,0.0000,0.0000,0.0000
5.5081,0.1472,0.0000,20.8699,49.9961,39.0212,0.0000,0.0000,0.0000
5.5081,0.1513,0.0000,21.0699,49.9988,39.0636,0.0000,0.0000,0.0000
5.5081,0.1555,0.0000,21.2699,50.0016,39.1061,0.0000,0.0000,0.0000
5.5081,0.1596,0.0000,21.4699,50.0044,39.1486,0.0000,0.0000,0.0000
5.5082,0.1637,0.0000,21.6699,50.0073,39.1911,0.0000,0.0000,0.0000
5.5082,0.1678,0.0000,21.8699,50.0102,39.2336,0.0000,0.0000,0.0000
5.5082,0.1719,0.0000,22.0699,50.0133,39.2760,0.0000,0.0000,0.0000
5.5082,0.1760,0.0000,22.2699,50.0163,39.3184,0.0000,0.0000,0.0000
5.5083,0.1802,0.0000,22.4699,50.0195,39.3609,0.0000,0.0000,0.0000
5.5083,0.1843,0.0000,22.6699,50.0227,39.4033,0.0000,0.0000,0.0000
5.5083,0.1884,0.0000,22.8699,50.0259,39.4457,0.0000,0.0000,0.0000
5.5083,0.1925,0.0000,23.0699,50.0292,39.4881,0.0000,0.0000,0.0000
5.5084,0.1966,0.0000,23.2699,50.0326,39.5305,0.0000,0.0000,0.0000
5.5084,0.2007,0.0000,23.4699,50.0360,39.5729,0.0000,0.0000,0.0000
5.5084,0.2048,0.0000,23.6699,50.0395,39.6153,0.0000,0.0000,0.0000
5.5084,0.2090,0.0000,23.8699,50.0431,39.6577,0.0000,0.0000,0.0000
5.5085,0.2131,0.0000,24.0699,50.0467,39.7001,0.0000,0.0000,0.0000
5.5085,0.2172,0.0000,24.2699,50.0504,39.7424,0.0000,0.0000,0.0000
5.5085,0.2213,0.0000,24.4699,50.0541,39.7847,0.0000,0.0000,0.0000
5.5085,0.2254,0.0000,24.6699,50.0579,39.8271,0.0000,0.0000,0.0000
5.5086,0.2295,0.0000,24.8699,50.0618,39.8694,0.0000,0.0000,0.0000
5.5086,0.2337,0.0000,25.0699,50.0657,39.9117,0.0000,0.0000,0.0000
5.5086,0.2378,0.0000,25.2699,50.0697,39.9540,0.0000,0.0000,0.0000
5.5086,0.2419,0.0000,25.4699,50.0737,39.9964,0.0000,0.0000,0.0000
5.5087,0.2460,0.0000,25.6699,50.0779,40.0386,0.0000,0.0000,0.0000
5.5087,0.2501,0.0000,25.8699,50.0820,40.0809,0.0000,0.0000,0.0000
5.5087,0.2542,0.0000,26.0699,50.0863,40.1232,0.0000,0.0000,0.0000
5.5087,0.2584,0.0000,26.2699,50.0906,40.1655,0.0000,0.0000,0.0000
5.5087,0.2625,0.0000,26.4699,50.0949,40.2077,0.0000,0.0000,0.0000
5.5088,0.2666,0.0000,26.6699,50.0993,40.2500,0.0000,0.0000,0.0000
5.5088,0.2707,0.0000,26.8699,50.1038,40.2922,0.0000,0.0000,0.0000
5.5088,0.2748,0.0000,27.0699,50.1083,40.3344,0.0000,0.0000,0.0000
5.5088,0.2789,0.0000,27.2699,50.1129,40.3766,0.0000,0.0000,0.0000
5.5089,0.2831,0.0000,27.4699,50.1176,40.4188,0.0000,0.0000,0.0000
5.5089,0.2872,0.0000,27.6699,50.1223,40.4610,0.0000,0.0000,0.0000
5.5089,0.2913,0.0000,27.8699,50.1271,40.5032,0.0000,0.0000,0.0000
5.5089,0.2954,0.0000,28.0699,50.1319,40.5454,0.0000,0.0000,0.0000
5.5090,0.2995,0.0000,28.2699,50.1368,40.5875,0.0000,0.0000,0.0000
5.5090,0.3036,0.0000,28.4699,50.1417,40.6297,0.0000,0.0000,0.0000
5.5090,0.3077,0.0000,28.6699,50.1468,40.6718,0.0000,0.0000,0.0000
5.5090,0.3119,0.0000,28.8699,50.1518,40.7140,0.0000,0.0000,0.0000
5.5091,0.3160,0.0000,29.0699,50.1570,40.7561,0.0000,0.0000,0.0000
5.5091,0.3201,0.0000,29.2699,50.1622,40.7982,0.0000,0.0000,0.0000
5.5091,0.3242,0.0000,29.4698,50.1674,40.8403,0.0000,0.0000,0.0000
5.5091,0.3283,0.0000,29.6698,50.1728,40.8824,0.0000,0.0000,0.0000
5.5092,0.3324,0.0000,29.8698,50.1782,40.9245,0.0000,0.0000,0.0000
5.5092,0.3366,0.0000,30.0698,50.1836,40.9666,0.0000,0.0000,0.0000
5.5092,0.3407,0.0000,30.2698,50.1891,41.0086,0.0000,0.0000,0.0000
5.5092,0.3448,0.0000,30.4698,50.1947,41.0507,0.0000,0.0000,0.0000
5.5093,0.3489,0.0000,30.6698,50.2003,41.0927,0.0000,0.0000,0.0000
5.5093,0.3530,0.0000,30.8698,50.2060,41.1347,0.0000,0.0000,0.0000
5.5093,0.3571,0.0000,31.0698,50.2118,41.1768,0.0000,0.0000,0.0000
5.5093,0.3613,0.0000,31.2698,50.2176,41.2188,0.0000,0.0000,0.0000
5.5094,0.3654,0.0000,31.4698,50.2235,41.2608,0.0000,0.0000,0.0000
5.5094,0.3695,0.0000,31.6698,50.2294,41.3028,0.0000,0.0000,0.0000
5.5094,0.3736,0.0000,31.8698,50.2354,41.3447,0.0000,0.0000,0.0000
5.5094,0.3777,0.0000,32.0698,50.2415,41.3867,0.0000,0.0000,0.0000
5.5094,0.3818,0.0000,32.2698,50.2476,41.4286,0.0000,0.0000,0.0000
5.5095,0.3860,0.0000,32.4698,50.2538,41.4706,0.0000,0.0000,0.0000
5.5095,0.3901,0.0000,32.6698,50.2601,41.5125,0.0000,0.0000,0.0000
5.5095,0.3942,0.0000,32.8698,50.2664,41.5544,0.0000,0.0000,0.0000
5.5095,0.3983,0.0000,33.0698,50.2727,41.5963,0.0000,0.0000,0.0000
5.5096,0.4024,0.0000,33.2698,50.2792,41.6382,0.0000,0.0000,0.0000
5.5096,0.4065,0.0000,33.4698,50.2856,41.6801,0.0000,0.0000,0.0000
5.5096,0.4107,0.0000,33.6698,50.2922,41.7220,0.0000,0.0000,0.0000
5.5096,0.4148,0.0000,33.8698,50.2988,41.7638,0.0000,0.0000,0.0000
5.5097,0.4189,0.0000,34.0698,50.3054,41.8057,0.0000,0.0000,0.0000
5.5097,0.4230,0.0000,34.2698,50.3122,41.8475,0.0000,0.0000,0.0000
5.5097,0.4271,0.0000,34.4698,50.3190,41.8894,0.0000,0.0000,0.0000
5.5097,0.4312,0.0000,34.6698,50.3258,41.9312,0.0000,0.0000,0.0000
5.5098,0.4354,0.0000,34.8698,50.3327,41.9730,0.0000,0.0000,0.0000
5.5098,0.4395,0.0000,35.0699,50.3397,42.0147,0.0000,0.0000,0.0000
5.5098,0.4436,0.0000,35.2699,50.3467,42.0565,0.0000,0.0000,0.0000
5.5098,0.4477,0.0000,35.4699,50.3538,42.0983,0.0000,0.0000,0.0000
5.5099,0.4518,0.0000,35.6699,50.3610,42.1400,0.0000,0.0000,0.0000
5.5099,0.4559,0.0000,35.8699,50.3682,42.1817,0.0000,0.0000,0.0000
5.5099,0.4601,0.0000,36.0699,50.3755,42.2235,0.0000,0.0000,0.0000
5.5099,0.4642,0.0000,36.2699,50.3828,42.2651,0.0000,0.0000,0.0000
5.5100,0.4683,0.0000,36.4699,50.3902,42.3068,0.0000,0.0000,0.0000
5.5100,0.4724,0.0000,36.6699,50.3977,42.3485,0.0000,0.0000,0.0000
5.5100,0.4765,0.0000,36.8699,50.4052,42.3902,0.0000,0.0000,0.0000
5.5100,0.4806,0.0000,37.0699,50.4128,42.4319,0.0000,0.0000,0.0000
5.5100,0.4848,0.0000,37.2699,50.4204,42.4735,0.0000,0.0000,0.0000
5.5101,0.4889,0.0000,37.4699,50.4281,42.5151,0.0000,0.0000,0.0000
5.5101,0.4930,0.0000,37.6699,50.4359,42.5567,0.0000,0.0000,0.0000
5.5101,0.4971,0.0000,37.8699,50.4437,42.5984,0.0000,0.0000,0.0000
5.5101,0.5012,0.0000,38.0699,50.4516,42.6399,0.0000,0.0000,0.0000
5.5102,0.5053,0.0000,38.2699,50.4596,42.6815,0.0000,0.0000,0.0000
5.5102,0.5095,0.0000,38.4699,50.4676,42.7231,0.0000,0.0000,0.0000
5.5102,0.5136,0.0000,38.6699,50.4756,42.7647,0.0000,0.0000,0.0000
5.5102,0.5177,0.0000,38.8699,50.4838,42.8062,0.0000,0.0000,0.0000
5.5103,0.5218,0.0000,39.0699,50.4920,42.8478,0.0000,0.0000,0.0000
5.5103,0.5259,0.0000,39.2699,50.5002,42.8893,0.0000,0.0000,0.0000
5.5103,0.5300,0.0000,39.4699,50.5085,42.9308,0.0000,0.0000,0.0000
5.5103,0.5342,0.0000,39.6699,50.5169,42.9723,0.0000,0.0000,0.0000
5.5104,0.5383,0.0000,39.8699,50.5253,43.0137,0.0000,0.0000,0.0000
5.5104,0.5424,0.0000,40.0699,50.5338,43.0552,0.0000,0.0000,0.0000
5.5104,0.5465,0.0000,40.2699,50.5424,43.0967,0.0000,0.0000,0.0000
5.5104,0.5506,0.0000,40.4699,50.5510,43.1381,0.0000,0.0000,0.0000
5.5105,0.5547,0.0000,40.6699,50.5597,43.1796,0.0000,0.0000,0.0000
5.5105,0.5589,0.0000,40.8699,50.5684,43.2210,0.0000,0.0000,0.0000
5.5105,0.5630,0.0000,41.0699,50.5771,43.2624,0.0000,0.0000,0.0000
5.5105,0.5671,0.0000,41.2699,50.5860,43.3037,0.0000,0.0000,0.0000
5.5106,0.5712,0.0000,41.4699,50.5949,43.3451,0.0000,0.0000,0.0000
5.5106,0.5753,0.0000,41.6699,50.6039,43.3865,0.0000,0.0000,0.0000
5.5106,0.5794,0.0000,41.8699,50.6129,43.4278,0.0000,0.0000,0.0000
5.5106,0.5836,0.0000,42.0699,50.6220,43.4691,0.0000,0.0000,0.0000
5.5107,0.5877,0.0000,42.2699,50.6312,43.5105,0.0000,0.0000,0.0000
5.5107,0.5918,0.0000,42.4699,50.6404,43.5518,0.0000,0.0000,0.0000
5.5107,0.5959,0.0000,42.6699,50.6497,43.5931,0.0000,0.0000,0.0000
5.5107,0.6000,0.0000,42.8699,50.6590,43.6343,0.0000,0.0000,0.0000
5.5107,0.6041,0.0000,43.0699,50.6684,43.6756,0.0000,0.0000,0.0000
5.5108,0.6083,0.0000,43.2699,50.6779,43.7168,0.0000,0.0000,0.0000
5.5108,0.6124,0.0000,43.4699,50.6874,43.7581,0.0000,0.0000,0.0000
5.5108,0.6165,0.0000,43.6699,50.6970,43.7993,0.0000,0.0000,0.0000
5.5108,0.6206,0.0000,43.8699,50.7067,43.8405,0.0000,0.0000,0.0000
5.5109,0.6247,0.0000,44.0699,50.7164,43.8817,0.0000,0.0000,0.0000
5.5109,0.6288,0.0000,44.2699,50.7261,43.9229,0.0000,0.0000,0.0000
5.5109,0.6330,0.0000,44.4699,50.7359,43.9640,0.0000,0.0000,0.0000
5.5109,0.6371,0.0000,44.6699,50.7458,44.0052,0.0000,0.0000,0.0000
5.5110,0.6412,0.0000,44.8699,50.7558,44.0463,0.0000,0.0000,0.0000
5.5110,0.6453,0.0000,45.0699,50.7658,44.0874,0.0000,0.0000,0.0000
5.5110,0.6494,0.0000,45.2699,50.7758,44.1285,0.0000,0.0000,0.0000
5.5110,0.6535,0.0000,45.4699,50.7859,44.1696,0.0000,0.0000,0.0000
5.5111,0.6577,0.0000,45.6699,50.7961,44.2107,0.0000,0.0000,0.0000
5.5111,0.6618,0.0000,45.8699,50.8064,44.2517,0.0000,0.0000,0.0000
5.5111,0.6659,0.0000,46.0699,50.8167,44.2928,0.0000,0.0000,0.0000
5.5111,0.6700,0.0000,46.2699,50.8271,44.3338,0.0000,0.0000,0.0000
5.5112,0.6741,0.0000,46.4699,50.8375,44.3748,0.0000,0.0000,0.0000
5.5112,0.6782,0.0000,46.6699,50.8479,44.4158,0.0000,0.0000,0.0000
5.5112,0.6824,0.0000,46.8699,50.8585,44.4568,0.0000,0.0000,0.0000
5.5112,0.6865,0.0000,47.0699,50.8691,44.4977,0.0000,0.0000,0.0000
5.5113,0.6906,0.0000,47.2699,50.8797,44.5387,0.0000,0.0000,0.0000
5.5113,0.6947,0.0000,47.4699,50.8904,44.5796,0.0000,0.0000,0.0000
5.5113,0.6988,0.0000,47.6699,50.9012,44.6205,0.0000,0.0000,0.0000
5.5113,0.7029,0.0000,47.8699,50.9121,44.6614,0.0000,0.0000,0.0000
5.5113,0.7071,0.0000,48.0699,50.9230,44.7023,0.0000,0.0000,0.0000
5.5114,0.7112,0.0000,48.2699,50.9340,44.7432,0.0000,0.0000,0.0000
5.5114,0.7153,0.0000,48.4699,50.9450,44.7840,0.0000,0.0000,0.0000
5.5114,0.7194,0.0000,48.6699,50.9561,44.8249,0.0000,0.0000,0.0000
5.5114,0.7235,0.0000,48.8699,50.9672,44.8657,0.0000,0.0000,0.0000
5.5115,0.7276,0.0000,49.0699,50.9784,44.9065,0.0000,0.0000,0.0000
5.5115,0.7318,0.0000,49.2699,50.9897,44.9473,0.0000,0.0000,0.0000
5.5115,0.7318,0.0000,49.4699,50.9901,44.9473,0.0000,0.0000,0.0000
5.5115,0.7318,0.0000,49.6699,50.9904,44.9473,0.0000,0.0000,0.0000
5.5115,0.7318,0.0000,49.8219,50.9908,44.9473,0.0000,0.0000,0.0000
5.5116,0.7318,0.0000,49.8219,50.9912,44.9473,0.0000,0.0000,0.0000
5.5116,0.7318,0.0000,49.8219,50.9915,44.9473,0.0000,0.0000,0.0000
5.5116,0.7318,0.0000,49.8219,50.9919,44.9473,0.0000,0.0000,0.0000
5.5116,0.7318,0.0000,49.8219,50.9922,44.9473,0.0000,0.0000,0.0000
5.5116,0.7318,0.0000,49.8219,50.9926,44.9473,0.0000,0.0000,0.0000
5.5116,0.7318,0.0000,49.8219,50.9930,44.9473,0.0000,0.0000,0.0000
5.5117,0.7318,0.0000,49.8219,50.9933,44.9473,0.0000,0.0000,0.0000
5.5117,0.7318,0.0000,49.8219,50.9937,44.9473,0.0000,0.0000,0.0000
5.5117,0.7318,0.0000,49.8219,50.9940,44.9473,0.0000,0.0000,0.0000
5.5117,0.7318,0.0000,49.8219,50.9944,44.9473,0.0000,0.0000,0.0000
5.5117,0.7319,0.0000,49.8219,50.9948,44.9473,0.0000,0.0000,0.0000
5.5118,0.7319,0.0000,49.8219,50.9951,44.9473,0.0000,0.0000,0.0000
5.5118,0.7319,0.0000,49.8219,50.9955,44.9473,0.0000,0.0000,0.0000
5.5118,0.7319,0.0000,49.8219,50.9959,44.9473,0.0000,0.0000,0.0000
5.5118,0.7319,0.0000,49.8219,50.9962,44.9473,0.0000,0.0000,0.0000
5.5118,0.7319,0.0000,49.8219,50.9966,44.9473,0.0000,0.0000,0.0000
5.5118,0.7319,0.0000,49.8219,50.9969,44.9473,0.0000,0.0000,0.0000
5.5119,0.7319,0.0000,49.8219,50.9973,44.9473,0.0000,0.0000,0.0000
5.5119,0.7319,0.0000,49.8219,50.9977,44.9473,0.0000,0.0000,0.0000
5.5119,0.7319,0.0000,49.8219,50.9980,44.9473,0.0000,0.0000,0.0000
5.5119,0.7319,0.0000,49.8219,50.9984,44.9473,0.0000,0.0000,0.0000
5.5119,0.7319,0.0000,49.8219,50.9987,44.9473,0.0000,0.0000,0.0000
5.5119,0.7319,0.0000,49.8219,50.9991,44.9473,0.0000,0.0000,0.0000
5.5120,0.7319,0.0000,49.8219,50.9995,44.9473,0.0000,0.0000,0.0000
5.5120,0.7319,0.0000,49.8219,50.9998,44.9473,0.0000,0.0000,0.0000
5.5120,0.7319,0.0000,49.8219,51.0002,44.9473,0.0000,0.0000,0.0000
